0.04167,0.0,0.0,0.25,0.0,0.0,0.0
0.25,0.25,0.0,0.75,0.0,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20833,0.25,0.0,0.5,0.0,0.25,0.25
0.08333,0.5,0.0,0.0,0.0,0.0,0.0
0.04167,0.0,0.0,0.25,0.0,0.0,0.0
0.33333,0.25,0.5,0.5,0.0,0.5,0.25
0.20833,0.5,0.25,0.5,0.0,0.0,0.0
0.33333,0.75,0.5,0.25,0.0,0.0,0.5
0.25,0.5,0.0,0.5,0.0,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20833,0.25,0.0,0.75,0.0,0.25,0.0
0.04167,0.25,0.0,0.0,0.0,0.0,0.0
0.29167,0.25,0.0,0.75,0.0,0.5,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.25,0.5,0.0,0.0,0.75
0.20833,0.0,0.0,0.75,0.0,0.5,0.0
0.08333,0.25,0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.375,0.0,0.75,0.5,0.25,0.0,0.75
0.29167,0.25,0.75,0.75,0.0,0.0,0.0
0.375,0.0,0.5,0.75,0.0,0.5,0.5
0.08333,0.25,0.0,0.0,0.0,0.0,0.25
0.08333,0.0,0.0,0.5,0.0,0.0,0.0
0.45833,0.75,0.0,0.75,0.25,0.75,0.25
0.125,0.0,0.0,0.0,0.75,0.0,0.0
0.25,0.0,0.5,0.75,0.0,0.0,0.25
0.54167,0.75,0.75,0.5,0.5,0.75,0.0
0.375,0.75,0.5,0.75,0.0,0.0,0.25
0.08333,0.5,0.0,0.0,0.0,0.0,0.0
0.04167,0.25,0.0,0.0,0.0,0.0,0.0
0.41667,0.0,0.75,0.5,0.0,0.75,0.5
0.04167,0.0,0.0,0.25,0.0,0.0,0.0
0.33333,0.5,0.5,0.5,0.0,0.5,0.0
0.125,0.0,0.0,0.5,0.25,0.0,0.0
0.20833,0.25,0.0,0.75,0.25,0.0,0.0
0.45833,0.25,0.25,0.75,0.0,1.0,0.5
0.125,0.0,0.25,0.5,0.0,0.0,0.0
0.20833,0.25,0.0,0.75,0.25,0.0,0.0
0.08333,0.5,0.0,0.0,0.0,0.0,0.0
0.125,0.75,0.0,0.0,0.0,0.0,0.0
0.16667,0.25,0.0,0.0,0.75,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45833,0.75,0.0,0.75,0.25,0.75,0.25
0.375,0.75,0.5,0.75,0.0,0.0,0.25
0.375,0.75,0.5,0.75,0.0,0.0,0.25
0.375,0.75,0.0,0.5,0.0,0.25,0.75
0.33333,0.75,0.0,0.75,0.0,0.25,0.25
0.41667,0.75,0.5,0.25,0.25,0.75,0.0
0.20833,0.5,0.0,0.25,0.0,0.5,0.0
0.25,0.25,0.5,0.5,0.0,0.0,0.25
0.33333,0.25,0.75,0.75,0.0,0.0,0.25
0.33333,0.5,0.25,0.5,0.0,0.75,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33333,0.0,0.0,0.75,0.0,0.5,0.75
0.45833,0.75,0.0,0.75,0.25,0.75,0.25
0.16667,0.25,0.25,0.5,0.0,0.0,0.0
0.45833,0.25,0.25,0.75,0.0,1.0,0.5
0.33333,0.0,0.25,0.75,0.0,0.75,0.25
0.16667,0.75,0.0,0.25,0.0,0.0,0.0
0.29167,0.75,0.5,0.5,0.0,0.0,0.0
